local code,text,table_name,parent_varname,local code system,code,display,code system,comment
HP:0002553,Highly arched eyebrow,subject,hpo_present,subject,HP:0002553,Highly arched eyebrow,http://purl.obolibrary.org/obo/hp.owl,
HP:0002557,Hypoplastic nipples,subject,hpo_present,subject,HP:0002557,Hypoplastic nipples,http://purl.obolibrary.org/obo/hp.owl,
HP:0002558,Supernumerary nipple,subject,hpo_present,subject,HP:0002558,Supernumerary nipple,http://purl.obolibrary.org/obo/hp.owl,
HP:0002564,obsolete Malformation of the heart and great vessels,subject,hpo_present,subject,HP:0002564,obsolete Malformation of the heart and great vessels,http://purl.obolibrary.org/obo/hp.owl,
HP:0002566,Intestinal malrotation,subject,hpo_present,subject,HP:0002566,Intestinal malrotation,http://purl.obolibrary.org/obo/hp.owl,
HP:0002573,Hematochezia,subject,hpo_present,subject,HP:0002573,Hematochezia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002575,Tracheoesophageal fistula,subject,hpo_present,subject,HP:0002575,Tracheoesophageal fistula,http://purl.obolibrary.org/obo/hp.owl,
HP:0002577,Abnormal stomach morphology,subject,hpo_absent,subject,HP:0002577,Abnormal stomach morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002578,Gastroparesis,subject,hpo_absent,subject,HP:0002578,Gastroparesis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002591,Polyphagia,subject,hpo_present,subject,HP:0002591,Polyphagia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002594,Pancreatic hypoplasia,subject,hpo_present,subject,HP:0002594,Pancreatic hypoplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002597,Abnormality of the vasculature,subject,hpo_absent,subject,HP:0002597,Abnormality of the vasculature,http://purl.obolibrary.org/obo/hp.owl,
HP:0002607,Bowel incontinence,subject,hpo_present,subject,HP:0002607,Bowel incontinence,http://purl.obolibrary.org/obo/hp.owl,
HP:0002612,Congenital hepatic fibrosis,subject,hpo_present,subject,HP:0002612,Congenital hepatic fibrosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002613,Biliary cirrhosis,subject,hpo_present,subject,HP:0002613,Biliary cirrhosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002616,Aortic root aneurysm,subject,hpo_present,subject,HP:0002616,Aortic root aneurysm,http://purl.obolibrary.org/obo/hp.owl,
HP:0002617,Vascular dilatation,subject,hpo_present,subject,HP:0002617,Vascular dilatation,http://purl.obolibrary.org/obo/hp.owl,
HP:0002619,Varicose veins,subject,hpo_present,subject,HP:0002619,Varicose veins,http://purl.obolibrary.org/obo/hp.owl,
HP:0002624,Abnormal venous morphology,subject,hpo_present,subject,HP:0002624,Abnormal venous morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002631,obsolete Dilatation of ascending aorta,subject,hpo_present,subject,HP:0002631,obsolete Dilatation of ascending aorta,http://purl.obolibrary.org/obo/hp.owl,
HP:0002637,Cerebral ischemia,subject,hpo_present,subject,HP:0002637,Cerebral ischemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002643,Neonatal respiratory distress,subject,hpo_present,subject,HP:0002643,Neonatal respiratory distress,http://purl.obolibrary.org/obo/hp.owl,
HP:0002644,Abnormality of pelvic girdle bone morphology,subject,hpo_absent,subject,HP:0002644,Abnormality of pelvic girdle bone morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002650,Scoliosis,subject,hpo_present,subject,HP:0002650,Scoliosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002652,Skeletal dysplasia,subject,hpo_present,subject,HP:0002652,Skeletal dysplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002653,Bone pain,subject,hpo_present,subject,HP:0002653,Bone pain,http://purl.obolibrary.org/obo/hp.owl,
HP:0002655,Spondyloepiphyseal dysplasia,subject,hpo_present,subject,HP:0002655,Spondyloepiphyseal dysplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002657,Spondylometaphyseal dysplasia,subject,hpo_present,subject,HP:0002657,Spondylometaphyseal dysplasia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002659,Increased susceptibility to fractures,subject,hpo_present,subject,HP:0002659,Increased susceptibility to fractures,http://purl.obolibrary.org/obo/hp.owl,
HP:0002664,Neoplasm,subject,hpo_absent,subject,HP:0002664,Neoplasm,http://purl.obolibrary.org/obo/hp.owl,
HP:0002714,Downturned corners of mouth,subject,hpo_present,subject,HP:0002714,Downturned corners of mouth,http://purl.obolibrary.org/obo/hp.owl,
HP:0002715,Abnormality of the immune system,subject,hpo_absent,subject,HP:0002715,Abnormality of the immune system,http://purl.obolibrary.org/obo/hp.owl,
HP:0002716,Lymphadenopathy,subject,hpo_present,subject,HP:0002716,Lymphadenopathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0002718,Recurrent bacterial infections,subject,hpo_present,subject,HP:0002718,Recurrent bacterial infections,http://purl.obolibrary.org/obo/hp.owl,
HP:0002719,Recurrent infections,subject,hpo_present,subject,HP:0002719,Recurrent infections,http://purl.obolibrary.org/obo/hp.owl,
HP:0002720,Decreased circulating IgA level,subject,hpo_present,subject,HP:0002720,Decreased circulating IgA level,http://purl.obolibrary.org/obo/hp.owl,
HP:0002721,Immunodeficiency,subject,hpo_present,subject,HP:0002721,Immunodeficiency,http://purl.obolibrary.org/obo/hp.owl,
HP:0002750,Delayed skeletal maturation,subject,hpo_present,subject,HP:0002750,Delayed skeletal maturation,http://purl.obolibrary.org/obo/hp.owl,
HP:0002754,Osteomyelitis,subject,hpo_present,subject,HP:0002754,Osteomyelitis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002757,Recurrent fractures,subject,hpo_present,subject,HP:0002757,Recurrent fractures,http://purl.obolibrary.org/obo/hp.owl,
HP:0002758,Osteoarthritis,subject,hpo_present,subject,HP:0002758,Osteoarthritis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002779,Tracheomalacia,subject,hpo_present,subject,HP:0002779,Tracheomalacia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002781,Upper airway obstruction,subject,hpo_present,subject,HP:0002781,Upper airway obstruction,http://purl.obolibrary.org/obo/hp.owl,
HP:0002783,Recurrent lower respiratory tract infections,subject,hpo_present,subject,HP:0002783,Recurrent lower respiratory tract infections,http://purl.obolibrary.org/obo/hp.owl,
HP:0002788,Recurrent upper respiratory tract infections,subject,hpo_present,subject,HP:0002788,Recurrent upper respiratory tract infections,http://purl.obolibrary.org/obo/hp.owl,
HP:0002789,Tachypnea,subject,hpo_present,subject,HP:0002789,Tachypnea,http://purl.obolibrary.org/obo/hp.owl,
HP:0002793,Abnormal pattern of respiration,subject,hpo_present,subject,HP:0002793,Abnormal pattern of respiration,http://purl.obolibrary.org/obo/hp.owl,
HP:0002808,Kyphosis,subject,hpo_present,subject,HP:0002808,Kyphosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002812,Coxa vara,subject,hpo_present,subject,HP:0002812,Coxa vara,http://purl.obolibrary.org/obo/hp.owl,
HP:0002814,Abnormality of the lower limb,subject,hpo_absent,subject,HP:0002814,Abnormality of the lower limb,http://purl.obolibrary.org/obo/hp.owl,
HP:0002815,Abnormality of the knee,subject,hpo_present,subject,HP:0002815,Abnormality of the knee,http://purl.obolibrary.org/obo/hp.owl,
HP:0002816,Genu recurvatum,subject,hpo_present,subject,HP:0002816,Genu recurvatum,http://purl.obolibrary.org/obo/hp.owl,
HP:0002817,Abnormality of the upper limb,subject,hpo_present,subject,HP:0002817,Abnormality of the upper limb,http://purl.obolibrary.org/obo/hp.owl,
HP:0002818,Abnormality of the radius,subject,hpo_present,subject,HP:0002818,Abnormality of the radius,http://purl.obolibrary.org/obo/hp.owl,
HP:0002823,Abnormality of femur morphology,subject,hpo_present,subject,HP:0002823,Abnormality of femur morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002827,Hip dislocation,subject,hpo_present,subject,HP:0002827,Hip dislocation,http://purl.obolibrary.org/obo/hp.owl,
HP:0002835,Aspiration,subject,hpo_present,subject,HP:0002835,Aspiration,http://purl.obolibrary.org/obo/hp.owl,
HP:0002841,Recurrent fungal infections,subject,hpo_present,subject,HP:0002841,Recurrent fungal infections,http://purl.obolibrary.org/obo/hp.owl,
HP:0002850,Decreased circulating total IgM,subject,hpo_present,subject,HP:0002850,Decreased circulating total IgM,http://purl.obolibrary.org/obo/hp.owl,
HP:0002857,Genu valgum,subject,hpo_present,subject,HP:0002857,Genu valgum,http://purl.obolibrary.org/obo/hp.owl,
HP:0002867,Abnormal ilium morphology,subject,hpo_present,subject,HP:0002867,Abnormal ilium morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002869,Flared iliac wing,subject,hpo_present,subject,HP:0002869,Flared iliac wing,http://purl.obolibrary.org/obo/hp.owl,
HP:0002870,Obstructive sleep apnea,subject,hpo_present,subject,HP:0002870,Obstructive sleep apnea,http://purl.obolibrary.org/obo/hp.owl,
HP:0002893,Pituitary adenoma,subject,hpo_present,subject,HP:0002893,Pituitary adenoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0002900,Hypokalemia,subject,hpo_present,subject,HP:0002900,Hypokalemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002901,Hypocalcemia,subject,hpo_present,subject,HP:0002901,Hypocalcemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002902,Hyponatremia,subject,hpo_present,subject,HP:0002902,Hyponatremia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002904,Hyperbilirubinemia,subject,hpo_present,subject,HP:0002904,Hyperbilirubinemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002905,Hyperphosphatemia,subject,hpo_present,subject,HP:0002905,Hyperphosphatemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002907,Microscopic hematuria,subject,hpo_present,subject,HP:0002907,Microscopic hematuria,http://purl.obolibrary.org/obo/hp.owl,
HP:0002908,Conjugated hyperbilirubinemia,subject,hpo_present,subject,HP:0002908,Conjugated hyperbilirubinemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002912,Methylmalonic acidemia,subject,hpo_present,subject,HP:0002912,Methylmalonic acidemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002922,Increased CSF protein,subject,hpo_present,subject,HP:0002922,Increased CSF protein,http://purl.obolibrary.org/obo/hp.owl,
HP:0002925,Elevated circulating thyroid-stimulating hormone concentration,subject,hpo_present,subject,HP:0002925,Elevated circulating thyroid-stimulating hormone concentration,http://purl.obolibrary.org/obo/hp.owl,
HP:0002937,Hemivertebrae,subject,hpo_present,subject,HP:0002937,Hemivertebrae,http://purl.obolibrary.org/obo/hp.owl,
HP:0002942,Thoracic kyphosis,subject,hpo_present,subject,HP:0002942,Thoracic kyphosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0002948,Vertebral fusion,subject,hpo_present,subject,HP:0002948,Vertebral fusion,http://purl.obolibrary.org/obo/hp.owl,
HP:0002949,Fused cervical vertebrae,subject,hpo_present,subject,HP:0002949,Fused cervical vertebrae,http://purl.obolibrary.org/obo/hp.owl,
HP:0002960,Autoimmunity,subject,hpo_present,subject,HP:0002960,Autoimmunity,http://purl.obolibrary.org/obo/hp.owl,
HP:0002967,Cubitus valgus,subject,hpo_present,subject,HP:0002967,Cubitus valgus,http://purl.obolibrary.org/obo/hp.owl,
HP:0002970,Genu varum,subject,hpo_present,subject,HP:0002970,Genu varum,http://purl.obolibrary.org/obo/hp.owl,
HP:0002973,Abnormality of the forearm,subject,hpo_absent,subject,HP:0002973,Abnormality of the forearm,http://purl.obolibrary.org/obo/hp.owl,
HP:0002980,Femoral bowing,subject,hpo_present,subject,HP:0002980,Femoral bowing,http://purl.obolibrary.org/obo/hp.owl,
HP:0002982,Tibial bowing,subject,hpo_present,subject,HP:0002982,Tibial bowing,http://purl.obolibrary.org/obo/hp.owl,
HP:0002983,Micromelia,subject,hpo_present,subject,HP:0002983,Micromelia,http://purl.obolibrary.org/obo/hp.owl,
HP:0002984,Hypoplasia of the radius,subject,hpo_present,subject,HP:0002984,Hypoplasia of the radius,http://purl.obolibrary.org/obo/hp.owl,
HP:0002986,Radial bowing,subject,hpo_present,subject,HP:0002986,Radial bowing,http://purl.obolibrary.org/obo/hp.owl,
HP:0002991,Abnormality of fibula morphology,subject,hpo_present,subject,HP:0002991,Abnormality of fibula morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002992,Abnormality of tibia morphology,subject,hpo_present,subject,HP:0002992,Abnormality of tibia morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0002997,Abnormality of the ulna,subject,hpo_present,subject,HP:0002997,Abnormality of the ulna,http://purl.obolibrary.org/obo/hp.owl,
HP:0003002,Breast carcinoma,subject,hpo_present,subject,HP:0003002,Breast carcinoma,http://purl.obolibrary.org/obo/hp.owl,
HP:0003010,Prolonged bleeding time,subject,hpo_present,subject,HP:0003010,Prolonged bleeding time,http://purl.obolibrary.org/obo/hp.owl,
HP:0003011,Abnormality of the musculature,subject,hpo_absent,subject,HP:0003011,Abnormality of the musculature,http://purl.obolibrary.org/obo/hp.owl,
HP:0003015,Flared metaphysis,subject,hpo_present,subject,HP:0003015,Flared metaphysis,http://purl.obolibrary.org/obo/hp.owl,
HP:0003016,Metaphyseal widening,subject,hpo_present,subject,HP:0003016,Metaphyseal widening,http://purl.obolibrary.org/obo/hp.owl,
HP:0003019,Abnormality of the wrist,subject,hpo_present,subject,HP:0003019,Abnormality of the wrist,http://purl.obolibrary.org/obo/hp.owl,
HP:0003021,Metaphyseal cupping,subject,hpo_present,subject,HP:0003021,Metaphyseal cupping,http://purl.obolibrary.org/obo/hp.owl,
HP:0003022,Hypoplasia of the ulna,subject,hpo_present,subject,HP:0003022,Hypoplasia of the ulna,http://purl.obolibrary.org/obo/hp.owl,
HP:0003025,Metaphyseal irregularity,subject,hpo_present,subject,HP:0003025,Metaphyseal irregularity,http://purl.obolibrary.org/obo/hp.owl,
HP:0003026,Short long bone,subject,hpo_present,subject,HP:0003026,Short long bone,http://purl.obolibrary.org/obo/hp.owl,
HP:0003027,Mesomelia,subject,hpo_present,subject,HP:0003027,Mesomelia,http://purl.obolibrary.org/obo/hp.owl,
HP:0003028,Abnormality of the ankles,subject,hpo_present,subject,HP:0003028,Abnormality of the ankles,http://purl.obolibrary.org/obo/hp.owl,
HP:0003043,Abnormal shoulder morphology,subject,hpo_present,subject,HP:0003043,Abnormal shoulder morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0003063,Abnormality of the humerus,subject,hpo_absent,subject,HP:0003063,Abnormality of the humerus,http://purl.obolibrary.org/obo/hp.owl,
HP:0003072,Hypercalcemia,subject,hpo_present,subject,HP:0003072,Hypercalcemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0003073,Hypoalbuminemia,subject,hpo_present,subject,HP:0003073,Hypoalbuminemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0003086,Acromesomelia,subject,hpo_present,subject,HP:0003086,Acromesomelia,http://purl.obolibrary.org/obo/hp.owl,
HP:0003097,Short femur,subject,hpo_present,subject,HP:0003097,Short femur,http://purl.obolibrary.org/obo/hp.owl,
HP:0003100,Slender long bone,subject,hpo_present,subject,HP:0003100,Slender long bone,http://purl.obolibrary.org/obo/hp.owl,
HP:0003111,Abnormal blood ion concentration,subject,hpo_present,subject,HP:0003111,Abnormal blood ion concentration,http://purl.obolibrary.org/obo/hp.owl,
HP:0003113,Hypochloremia,subject,hpo_present,subject,HP:0003113,Hypochloremia,http://purl.obolibrary.org/obo/hp.owl,
HP:0003115,Abnormal EKG,subject,hpo_present,subject,HP:0003115,Abnormal EKG,http://purl.obolibrary.org/obo/hp.owl,
HP:0003124,Hypercholesterolemia,subject,hpo_present,subject,HP:0003124,Hypercholesterolemia,http://purl.obolibrary.org/obo/hp.owl,
HP:0003128,Lactic acidosis,subject,hpo_present,subject,HP:0003128,Lactic acidosis,http://purl.obolibrary.org/obo/hp.owl,
HP:0003138,Increased blood urea nitrogen,subject,hpo_present,subject,HP:0003138,Increased blood urea nitrogen,http://purl.obolibrary.org/obo/hp.owl,
HP:0003155,Elevated circulating alkaline phosphatase concentration,subject,hpo_present,subject,HP:0003155,Elevated circulating alkaline phosphatase concentration,http://purl.obolibrary.org/obo/hp.owl,
HP:0003170,Abnormal acetabulum morphology,subject,hpo_present,subject,HP:0003170,Abnormal acetabulum morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0003179,Protrusio acetabuli,subject,hpo_present,subject,HP:0003179,Protrusio acetabuli,http://purl.obolibrary.org/obo/hp.owl,
HP:0003180,Flat acetabular roof,subject,hpo_present,subject,HP:0003180,Flat acetabular roof,http://purl.obolibrary.org/obo/hp.owl,
HP:0003186,Inverted nipples,subject,hpo_present,subject,HP:0003186,Inverted nipples,http://purl.obolibrary.org/obo/hp.owl,
HP:0003191,Cleft ala nasi,subject,hpo_present,subject,HP:0003191,Cleft ala nasi,http://purl.obolibrary.org/obo/hp.owl,
HP:0003196,Short nose,subject,hpo_present,subject,HP:0003196,Short nose,http://purl.obolibrary.org/obo/hp.owl,
HP:0003198,Myopathy,subject,hpo_present,subject,HP:0003198,Myopathy,http://purl.obolibrary.org/obo/hp.owl,
HP:0003199,Decreased muscle mass,subject,hpo_present,subject,HP:0003199,Decreased muscle mass,http://purl.obolibrary.org/obo/hp.owl,
HP:0003202,Skeletal muscle atrophy,subject,hpo_present,subject,HP:0003202,Skeletal muscle atrophy,http://purl.obolibrary.org/obo/hp.owl,
HP:0003203,Impaired oxidative burst,subject,hpo_present,subject,HP:0003203,Impaired oxidative burst,http://purl.obolibrary.org/obo/hp.owl,
HP:0003212,Increased circulating IgE level,subject,hpo_present,subject,HP:0003212,Increased circulating IgE level,http://purl.obolibrary.org/obo/hp.owl,
HP:0003234,Decreased plasma carnitine,subject,hpo_present,subject,HP:0003234,Decreased plasma carnitine,http://purl.obolibrary.org/obo/hp.owl,
HP:0003236,Elevated circulating creatine kinase concentration,subject,hpo_present,subject,HP:0003236,Elevated circulating creatine kinase concentration,http://purl.obolibrary.org/obo/hp.owl,
HP:0003237,Increased circulating IgG level,subject,hpo_present,subject,HP:0003237,Increased circulating IgG level,http://purl.obolibrary.org/obo/hp.owl,
HP:0003259,Elevated circulating creatinine concentration,subject,hpo_present,subject,HP:0003259,Elevated circulating creatinine concentration,http://purl.obolibrary.org/obo/hp.owl,
HP:0003262,Smooth muscle antibody positivity,subject,hpo_present,subject,HP:0003262,Smooth muscle antibody positivity,http://purl.obolibrary.org/obo/hp.owl,
HP:0003270,Abdominal distention,subject,hpo_present,subject,HP:0003270,Abdominal distention,http://purl.obolibrary.org/obo/hp.owl,
HP:0003272,Abnormal hip bone morphology,subject,hpo_present,subject,HP:0003272,Abnormal hip bone morphology,http://purl.obolibrary.org/obo/hp.owl,
HP:0003275,Narrow pelvis bone,subject,hpo_present,subject,HP:0003275,Narrow pelvis bone,http://purl.obolibrary.org/obo/hp.owl,
HP:0003281,Increased circulating ferritin concentration,subject,hpo_present,subject,HP:0003281,Increased circulating ferritin concentration,http://purl.obolibrary.org/obo/hp.owl,
HP:0003287,Abnormality of mitochondrial metabolism,subject,hpo_present,subject,HP:0003287,Abnormality of mitochondrial metabolism,http://purl.obolibrary.org/obo/hp.owl,
